INFO:root:
INFO:root:ComboBox x_data_box1 changed to: time
INFO:root:x_data_refresher on plot 0
INFO:root:
INFO:root:Button clicked: connect_button
INFO:root:
INFO:root:Button clicked: start_receive
INFO:root:
INFO:root:Button clicked: start_sound_button
INFO:root:plot_breaker on plot: 1
INFO:root:plot_disconnector on plot: 1
INFO:root:data_disconnector on plot: 1, requests[1] = 0
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
INFO:root:idx_start: 75, idx_stop: 1880
